143-AH 	 Q0 	 IZV950112-00007      	 0       	 51.9465 	 BM25
201-AH 	 Q0 	 IZV950211-00006      	 233     	 5.7908 	 BM25
201-AH 	 Q0 	 IZV951123-00004      	 234     	 5.7908 	 BM25
201-AH 	 Q0 	 IZV950119-00004      	 235     	 5.7752 	 BM25
201-AH 	 Q0 	 IZV950421-00012      	 236     	 5.7277 	 BM25
201-AH 	 Q0 	 IZV950113-00035      	 237     	 5.6828 	 BM25
201-AH 	 Q0 	 IZV950215-00014      	 238     	 5.6804 	 BM25
201-AH 	 Q0 	 IZV950117-00018      	 239     	 5.6760 	 BM25
201-AH 	 Q0 	 IZV950408-00012      	 240     	 5.6760 	 BM25
201-AH 	 Q0 	 IZV950106-00005      	 241     	 5.6723 	 BM25
201-AH 	 Q0 	 IZV951124-00021      	 242     	 5.6692 	 BM25
201-AH 	 Q0 	 IZV950322-00097      	 243     	 5.6618 	 BM25
201-AH 	 Q0 	 IZV951114-00031      	 244     	 5.6558 	 BM25
201-AH 	 Q0 	 IZV950224-00005      	 245     	 5.6409 	 BM25
201-AH 	 Q0 	 IZV951207-00028      	 246     	 5.6263 	 BM25
201-AH 	 Q0 	 IZV951005-00032      	 247     	 5.5982 	 BM25
201-AH 	 Q0 	 IZV950209-00020      	 248     	 5.5848 	 BM25
201-AH 	 Q0 	 IZV950525-00040      	 249     	 5.5848 	 BM25
201-AH 	 Q0 	 IZV950615-00034      	 250     	 5.5848 	 BM25
201-AH 	 Q0 	 IZV950907-00034      	 251     	 5.5819 	 BM25
201-AH 	 Q0 	 IZV950117-00036      	 252     	 5.5787 	 BM25
201-AH 	 Q0 	 IZV951229-00024      	 253     	 5.5767 	 BM25
201-AH 	 Q0 	 IZV950810-00020      	 254     	 5.5608 	 BM25
201-AH 	 Q0 	 IZV950208-00019      	 255     	 5.5350 	 BM25
201-AH 	 Q0 	 IZV950504-00019      	 256     	 5.5350 	 BM25
201-AH 	 Q0 	 IZV950217-00034      	 257     	 5.5237 	 BM25
201-AH 	 Q0 	 IZV950728-00029      	 258     	 5.5237 	 BM25
201-AH 	 Q0 	 IZV951024-00000      	 259     	 5.5237 	 BM25
201-AH 	 Q0 	 IZV951223-00025      	 260     	 5.5154 	 BM25
201-AH 	 Q0 	 IZV950928-00032      	 261     	 5.5110 	 BM25
201-AH 	 Q0 	 IZV950927-00054      	 262     	 5.4903 	 BM25
201-AH 	 Q0 	 IZV950106-00016      	 263     	 5.4863 	 BM25
201-AH 	 Q0 	 IZV950530-00008      	 264     	 5.4509 	 BM25
201-AH 	 Q0 	 IZV950201-00039      	 265     	 5.4307 	 BM25
201-AH 	 Q0 	 IZV951229-00020      	 266     	 5.4307 	 BM25
201-AH 	 Q0 	 IZV951005-00031      	 267     	 5.4243 	 BM25
201-AH 	 Q0 	 IZV950208-00096      	 268     	 5.4167 	 BM25
201-AH 	 Q0 	 IZV950208-00100      	 269     	 5.4167 	 BM25
201-AH 	 Q0 	 IZV950222-00090      	 270     	 5.4167 	 BM25
201-AH 	 Q0 	 IZV950606-00036      	 271     	 5.4167 	 BM25
201-AH 	 Q0 	 IZV950404-00012      	 272     	 5.4140 	 BM25
201-AH 	 Q0 	 IZV950114-00049      	 273     	 5.4045 	 BM25
201-AH 	 Q0 	 IZV950120-00029      	 274     	 5.4045 	 BM25
201-AH 	 Q0 	 IZV950420-00023      	 275     	 5.4045 	 BM25
201-AH 	 Q0 	 IZV950923-00036      	 276     	 5.4045 	 BM25
201-AH 	 Q0 	 IZV950614-00028      	 277     	 5.4034 	 BM25
201-AH 	 Q0 	 IZV950630-00032      	 278     	 5.3876 	 BM25
201-AH 	 Q0 	 IZV951214-00032      	 279     	 5.3692 	 BM25
201-AH 	 Q0 	 IZV950614-00033      	 280     	 5.3674 	 BM25
201-AH 	 Q0 	 IZV950927-00022      	 281     	 5.3642 	 BM25
201-AH 	 Q0 	 IZV951230-00013      	 282     	 5.3641 	 BM25
201-AH 	 Q0 	 IZV950603-00020      	 283     	 5.3524 	 BM25
201-AH 	 Q0 	 IZV950706-00018      	 284     	 5.3477 	 BM25
201-AH 	 Q0 	 IZV950927-00021      	 285     	 5.3477 	 BM25
201-AH 	 Q0 	 IZV951214-00028      	 286     	 5.3477 	 BM25
201-AH 	 Q0 	 IZV950707-00008      	 287     	 5.3413 	 BM25
201-AH 	 Q0 	 IZV950712-00022      	 288     	 5.3339 	 BM25
201-AH 	 Q0 	 IZV950221-00004      	 289     	 5.3261 	 BM25
201-AH 	 Q0 	 IZV950215-00104      	 290     	 5.2880 	 BM25
201-AH 	 Q0 	 IZV951122-00096      	 291     	 5.2880 	 BM25
201-AH 	 Q0 	 IZV951110-00012      	 292     	 5.2779 	 BM25
201-AH 	 Q0 	 IZV950425-00018      	 293     	 5.2757 	 BM25
201-AH 	 Q0 	 IZV950516-00014      	 294     	 5.2757 	 BM25
201-AH 	 Q0 	 IZV951105-00030      	 295     	 5.2664 	 BM25
201-AH 	 Q0 	 IZV950705-00023      	 296     	 5.2538 	 BM25
201-AH 	 Q0 	 IZV950715-00034      	 297     	 5.2158 	 BM25
201-AH 	 Q0 	 IZV950829-00010      	 298     	 5.2158 	 BM25
201-AH 	 Q0 	 IZV951012-00010      	 299     	 5.2049 	 BM25
201-AH 	 Q0 	 IZV950421-00027      	 300     	 5.1962 	 BM25
201-AH 	 Q0 	 IZV951026-00003      	 301     	 5.1958 	 BM25
201-AH 	 Q0 	 IZV950404-00044      	 302     	 5.1843 	 BM25
201-AH 	 Q0 	 IZV950428-00030      	 303     	 5.1843 	 BM25
201-AH 	 Q0 	 IZV950921-00018      	 304     	 5.1843 	 BM25
201-AH 	 Q0 	 IZV950222-00029      	 305     	 5.1805 	 BM25
201-AH 	 Q0 	 IZV951105-00044      	 306     	 5.1633 	 BM25
201-AH 	 Q0 	 IZV950517-00014      	 307     	 5.1218 	 BM25
201-AH 	 Q0 	 IZV950816-00023      	 308     	 5.1209 	 BM25
201-AH 	 Q0 	 IZV950221-00034      	 309     	 5.0942 	 BM25
201-AH 	 Q0 	 IZV950922-00007      	 310     	 5.0942 	 BM25
201-AH 	 Q0 	 IZV950315-00067      	 311     	 5.0663 	 BM25
201-AH 	 Q0 	 IZV950329-00055      	 312     	 5.0663 	 BM25
201-AH 	 Q0 	 IZV950411-00008      	 313     	 5.0663 	 BM25
201-AH 	 Q0 	 IZV950412-00084      	 314     	 5.0663 	 BM25
201-AH 	 Q0 	 IZV950517-00076      	 315     	 5.0663 	 BM25
201-AH 	 Q0 	 IZV950524-00000      	 316     	 5.0663 	 BM25
201-AH 	 Q0 	 IZV950823-00040      	 317     	 5.0663 	 BM25
201-AH 	 Q0 	 IZV951206-00037      	 318     	 5.0663 	 BM25
201-AH 	 Q0 	 IZV950407-00027      	 319     	 5.0626 	 BM25
201-AH 	 Q0 	 IZV950603-00030      	 320     	 5.0626 	 BM25
201-AH 	 Q0 	 IZV950614-00034      	 321     	 5.0618 	 BM25
201-AH 	 Q0 	 IZV951219-00008      	 322     	 5.0453 	 BM25
201-AH 	 Q0 	 IZV950519-00026      	 323     	 5.0437 	 BM25
201-AH 	 Q0 	 IZV951014-00013      	 324     	 5.0437 	 BM25
201-AH 	 Q0 	 IZV950729-00042      	 325     	 5.0267 	 BM25
201-AH 	 Q0 	 IZV950923-00040      	 326     	 5.0267 	 BM25
201-AH 	 Q0 	 IZV950208-00022      	 327     	 5.0224 	 BM25
201-AH 	 Q0 	 IZV950304-00017      	 328     	 4.9950 	 BM25
201-AH 	 Q0 	 IZV950307-00017      	 329     	 4.9779 	 BM25
201-AH 	 Q0 	 IZV950729-00017      	 330     	 4.9640 	 BM25
201-AH 	 Q0 	 IZV950324-00013      	 331     	 4.9531 	 BM25
201-AH 	 Q0 	 IZV950919-00026      	 332     	 4.9459 	 BM25
201-AH 	 Q0 	 IZV951021-00032      	 333     	 4.9020 	 BM25
201-AH 	 Q0 	 IZV950921-00029      	 334     	 4.8996 	 BM25
201-AH 	 Q0 	 IZV950111-00026      	 335     	 4.8995 	 BM25
201-AH 	 Q0 	 IZV950211-00018      	 336     	 4.8919 	 BM25
201-AH 	 Q0 	 IZV950818-00017      	 337     	 4.8919 	 BM25
201-AH 	 Q0 	 IZV950906-00021      	 338     	 4.8919 	 BM25
201-AH 	 Q0 	 IZV950906-00009      	 339     	 4.8917 	 BM25
201-AH 	 Q0 	 IZV951223-00026      	 340     	 4.8898 	 BM25
201-AH 	 Q0 	 IZV950530-00010      	 341     	 4.8897 	 BM25
201-AH 	 Q0 	 IZV951014-00031      	 342     	 4.8897 	 BM25
201-AH 	 Q0 	 IZV950707-00027      	 343     	 4.8815 	 BM25
201-AH 	 Q0 	 IZV951028-00001      	 344     	 4.8815 	 BM25
201-AH 	 Q0 	 IZV951210-00013      	 345     	 4.8815 	 BM25
201-AH 	 Q0 	 IZV950201-00023      	 346     	 4.8788 	 BM25
201-AH 	 Q0 	 IZV950125-00033      	 347     	 4.8659 	 BM25
201-AH 	 Q0 	 IZV950112-00037      	 348     	 4.8561 	 BM25
201-AH 	 Q0 	 IZV950126-00040      	 349     	 4.8561 	 BM25
201-AH 	 Q0 	 IZV950112-00013      	 350     	 4.8549 	 BM25
201-AH 	 Q0 	 IZV950728-00011      	 351     	 4.8549 	 BM25
201-AH 	 Q0 	 IZV950818-00003      	 352     	 4.8549 	 BM25
201-AH 	 Q0 	 IZV951228-00021      	 353     	 4.8549 	 BM25
201-AH 	 Q0 	 IZV950117-00032      	 354     	 4.8533 	 BM25
201-AH 	 Q0 	 IZV950628-00015      	 355     	 4.8502 	 BM25
201-AH 	 Q0 	 IZV950809-00031      	 356     	 4.8502 	 BM25
201-AH 	 Q0 	 IZV951021-00014      	 357     	 4.8502 	 BM25
201-AH 	 Q0 	 IZV950830-00012      	 358     	 4.8475 	 BM25
201-AH 	 Q0 	 IZV950118-00022      	 359     	 4.8462 	 BM25
201-AH 	 Q0 	 IZV950316-00000      	 360     	 4.8462 	 BM25
201-AH 	 Q0 	 IZV950520-00019      	 361     	 4.8462 	 BM25
201-AH 	 Q0 	 IZV950816-00013      	 362     	 4.8462 	 BM25
201-AH 	 Q0 	 IZV950826-00018      	 363     	 4.8462 	 BM25
201-AH 	 Q0 	 IZV950902-00014      	 364     	 4.8462 	 BM25
201-AH 	 Q0 	 IZV950707-00030      	 365     	 4.8449 	 BM25
201-AH 	 Q0 	 IZV950304-00011      	 366     	 4.8446 	 BM25
201-AH 	 Q0 	 IZV950817-00024      	 367     	 4.8296 	 BM25
201-AH 	 Q0 	 IZV951028-00027      	 368     	 4.8241 	 BM25
201-AH 	 Q0 	 IZV950729-00029      	 369     	 4.7847 	 BM25
201-AH 	 Q0 	 IZV950808-00000      	 370     	 4.7847 	 BM25
201-AH 	 Q0 	 IZV950803-00025      	 371     	 4.7844 	 BM25
201-AH 	 Q0 	 IZV950216-00033      	 372     	 4.7499 	 BM25
201-AH 	 Q0 	 IZV950228-00018      	 373     	 4.7423 	 BM25
201-AH 	 Q0 	 IZV950722-00034      	 374     	 4.7423 	 BM25
201-AH 	 Q0 	 IZV950321-00012      	 375     	 4.7376 	 BM25
201-AH 	 Q0 	 IZV950719-00035      	 376     	 4.7376 	 BM25
201-AH 	 Q0 	 IZV950819-00024      	 377     	 4.7323 	 BM25
201-AH 	 Q0 	 IZV951118-00014      	 378     	 4.7305 	 BM25
201-AH 	 Q0 	 IZV950404-00028      	 379     	 4.7266 	 BM25
201-AH 	 Q0 	 IZV950204-00001      	 380     	 4.7178 	 BM25
201-AH 	 Q0 	 IZV950922-00029      	 381     	 4.7178 	 BM25
201-AH 	 Q0 	 IZV951207-00006      	 382     	 4.7178 	 BM25
201-AH 	 Q0 	 IZV950728-00044      	 383     	 4.7135 	 BM25
201-AH 	 Q0 	 IZV950328-00032      	 384     	 4.7089 	 BM25
201-AH 	 Q0 	 IZV950330-00018      	 385     	 4.7089 	 BM25
201-AH 	 Q0 	 IZV950601-00034      	 386     	 4.7089 	 BM25
201-AH 	 Q0 	 IZV950616-00024      	 387     	 4.7089 	 BM25
201-AH 	 Q0 	 IZV950817-00021      	 388     	 4.7089 	 BM25
201-AH 	 Q0 	 IZV950228-00036      	 389     	 4.7011 	 BM25
201-AH 	 Q0 	 IZV950418-00034      	 390     	 4.6832 	 BM25
201-AH 	 Q0 	 IZV951010-00012      	 391     	 4.6790 	 BM25
201-AH 	 Q0 	 IZV951014-00030      	 392     	 4.6790 	 BM25
201-AH 	 Q0 	 IZV950930-00021      	 393     	 4.6772 	 BM25
201-AH 	 Q0 	 IZV950106-00021      	 394     	 4.6475 	 BM25
201-AH 	 Q0 	 IZV950111-00048      	 395     	 4.6455 	 BM25
201-AH 	 Q0 	 IZV950131-00003      	 396     	 4.6455 	 BM25
201-AH 	 Q0 	 IZV950325-00026      	 397     	 4.6455 	 BM25
201-AH 	 Q0 	 IZV950411-00007      	 398     	 4.6455 	 BM25
201-AH 	 Q0 	 IZV950520-00026      	 399     	 4.6455 	 BM25
201-AH 	 Q0 	 IZV950603-00018      	 400     	 4.6455 	 BM25
201-AH 	 Q0 	 IZV950617-00017      	 401     	 4.6455 	 BM25
201-AH 	 Q0 	 IZV950830-00006      	 402     	 4.6455 	 BM25
201-AH 	 Q0 	 IZV951004-00000      	 403     	 4.6455 	 BM25
201-AH 	 Q0 	 IZV950721-00033      	 404     	 4.6300 	 BM25
201-AH 	 Q0 	 IZV950425-00026      	 405     	 4.6199 	 BM25
201-AH 	 Q0 	 IZV950914-00034      	 406     	 4.6199 	 BM25
201-AH 	 Q0 	 IZV951124-00014      	 407     	 4.6199 	 BM25
201-AH 	 Q0 	 IZV951210-00007      	 408     	 4.6199 	 BM25
201-AH 	 Q0 	 IZV950621-00029      	 409     	 4.6189 	 BM25
201-AH 	 Q0 	 IZV951004-00017      	 410     	 4.6189 	 BM25
201-AH 	 Q0 	 IZV950321-00022      	 411     	 4.6045 	 BM25
201-AH 	 Q0 	 IZV950429-00013      	 412     	 4.6045 	 BM25
201-AH 	 Q0 	 IZV950620-00016      	 413     	 4.6045 	 BM25
201-AH 	 Q0 	 IZV950727-00004      	 414     	 4.6045 	 BM25
201-AH 	 Q0 	 IZV950121-00052      	 415     	 4.6012 	 BM25
201-AH 	 Q0 	 IZV950222-00086      	 416     	 4.5961 	 BM25
201-AH 	 Q0 	 IZV950317-00092      	 417     	 4.5961 	 BM25
201-AH 	 Q0 	 IZV950331-00048      	 418     	 4.5961 	 BM25
201-AH 	 Q0 	 IZV950607-00074      	 419     	 4.5961 	 BM25
201-AH 	 Q0 	 IZV951004-00034      	 420     	 4.5961 	 BM25
201-AH 	 Q0 	 IZV951004-00049      	 421     	 4.5961 	 BM25
201-AH 	 Q0 	 IZV951024-00042      	 422     	 4.5961 	 BM25
201-AH 	 Q0 	 IZV951025-00053      	 423     	 4.5961 	 BM25
201-AH 	 Q0 	 IZV951101-00069      	 424     	 4.5961 	 BM25
201-AH 	 Q0 	 IZV951118-00035      	 425     	 4.5907 	 BM25
201-AH 	 Q0 	 IZV950810-00022      	 426     	 4.5804 	 BM25
201-AH 	 Q0 	 IZV950726-00015      	 427     	 4.5752 	 BM25
201-AH 	 Q0 	 IZV950120-00032      	 428     	 4.5672 	 BM25
201-AH 	 Q0 	 IZV950708-00032      	 429     	 4.5672 	 BM25
201-AH 	 Q0 	 IZV950815-00010      	 430     	 4.5627 	 BM25
201-AH 	 Q0 	 IZV950520-00031      	 431     	 4.5230 	 BM25
201-AH 	 Q0 	 IZV950823-00003      	 432     	 4.5177 	 BM25
201-AH 	 Q0 	 IZV950117-00034      	 433     	 4.5123 	 BM25
201-AH 	 Q0 	 IZV950119-00033      	 434     	 4.5123 	 BM25
201-AH 	 Q0 	 IZV950119-00044      	 435     	 4.5123 	 BM25
201-AH 	 Q0 	 IZV950121-00050      	 436     	 4.5123 	 BM25
201-AH 	 Q0 	 IZV950317-00026      	 437     	 4.5123 	 BM25
201-AH 	 Q0 	 IZV950426-00033      	 438     	 4.5123 	 BM25
201-AH 	 Q0 	 IZV950830-00024      	 439     	 4.5123 	 BM25
201-AH 	 Q0 	 IZV951013-00044      	 440     	 4.5063 	 BM25
201-AH 	 Q0 	 IZV950616-00004      	 441     	 4.5050 	 BM25
201-AH 	 Q0 	 IZV950902-00033      	 442     	 4.4800 	 BM25
201-AH 	 Q0 	 IZV950317-00031      	 443     	 4.4752 	 BM25
201-AH 	 Q0 	 IZV950715-00023      	 444     	 4.4659 	 BM25
201-AH 	 Q0 	 IZV950125-00036      	 445     	 4.4573 	 BM25
201-AH 	 Q0 	 IZV950601-00024      	 446     	 4.4573 	 BM25
201-AH 	 Q0 	 IZV950602-00012      	 447     	 4.4573 	 BM25
201-AH 	 Q0 	 IZV950622-00024      	 448     	 4.4573 	 BM25
201-AH 	 Q0 	 IZV951101-00018      	 449     	 4.4573 	 BM25
201-AH 	 Q0 	 IZV950106-00032      	 450     	 4.4554 	 BM25
201-AH 	 Q0 	 IZV950708-00008      	 451     	 4.4554 	 BM25
201-AH 	 Q0 	 IZV951228-00016      	 452     	 4.4554 	 BM25
201-AH 	 Q0 	 IZV950707-00012      	 453     	 4.4536 	 BM25
201-AH 	 Q0 	 IZV951028-00011      	 454     	 4.4536 	 BM25
201-AH 	 Q0 	 IZV950623-00008      	 455     	 4.4181 	 BM25
201-AH 	 Q0 	 IZV950208-00023      	 456     	 4.4139 	 BM25
201-AH 	 Q0 	 IZV950215-00001      	 457     	 4.4139 	 BM25
201-AH 	 Q0 	 IZV950208-00057      	 458     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV950211-00051      	 459     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV950215-00070      	 460     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV950317-00059      	 461     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV950322-00081      	 462     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV950411-00049      	 463     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV950412-00085      	 464     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV950419-00107      	 465     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV950426-00085      	 466     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV950524-00055      	 467     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV950531-00106      	 468     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV950607-00070      	 469     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV950614-00062      	 470     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV950621-00054      	 471     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV950719-00040      	 472     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV950720-00035      	 473     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV950816-00059      	 474     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV950816-00068      	 475     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV950913-00038      	 476     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV951011-00052      	 477     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV951011-00066      	 478     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV951018-00077      	 479     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV951024-00058      	 480     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV951026-00044      	 481     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV951101-00068      	 482     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV951115-00065      	 483     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV951122-00073      	 484     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV951130-00057      	 485     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV951223-00052      	 486     	 4.4137 	 BM25
201-AH 	 Q0 	 IZV951130-00031      	 487     	 4.4081 	 BM25
201-AH 	 Q0 	 IZV951128-00024      	 488     	 4.3993 	 BM25
201-AH 	 Q0 	 IZV950323-00022      	 489     	 4.3963 	 BM25
201-AH 	 Q0 	 IZV950330-00014      	 490     	 4.3963 	 BM25
201-AH 	 Q0 	 IZV950721-00002      	 491     	 4.3963 	 BM25
201-AH 	 Q0 	 IZV951024-00013      	 492     	 4.3963 	 BM25
201-AH 	 Q0 	 IZV951230-00012      	 493     	 4.3963 	 BM25
201-AH 	 Q0 	 IZV950124-00037      	 494     	 4.3838 	 BM25
201-AH 	 Q0 	 IZV950203-00003      	 495     	 4.3838 	 BM25
201-AH 	 Q0 	 IZV950524-00027      	 496     	 4.3838 	 BM25
201-AH 	 Q0 	 IZV950215-00040      	 497     	 4.3693 	 BM25
201-AH 	 Q0 	 IZV950207-00019      	 498     	 4.3568 	 BM25
201-AH 	 Q0 	 IZV951222-00032      	 499     	 4.3508 	 BM25
201-AH 	 Q0 	 IZV951222-00038      	 500     	 4.3508 	 BM25
201-AH 	 Q0 	 IZV950812-00011      	 501     	 4.3413 	 BM25
201-AH 	 Q0 	 IZV950127-00035      	 502     	 4.3353 	 BM25
201-AH 	 Q0 	 IZV950706-00010      	 503     	 4.3353 	 BM25
201-AH 	 Q0 	 IZV950414-00034      	 504     	 4.3263 	 BM25
201-AH 	 Q0 	 IZV950912-00019      	 505     	 4.3263 	 BM25
201-AH 	 Q0 	 IZV950322-00021      	 506     	 4.3233 	 BM25
201-AH 	 Q0 	 IZV950627-00004      	 507     	 4.3233 	 BM25
201-AH 	 Q0 	 IZV950901-00008      	 508     	 4.3233 	 BM25
201-AH 	 Q0 	 IZV950114-00015      	 509     	 4.3006 	 BM25
201-AH 	 Q0 	 IZV950201-00022      	 510     	 4.3006 	 BM25
201-AH 	 Q0 	 IZV950203-00008      	 511     	 4.3006 	 BM25
201-AH 	 Q0 	 IZV950323-00027      	 512     	 4.3006 	 BM25
201-AH 	 Q0 	 IZV950324-00009      	 513     	 4.3006 	 BM25
201-AH 	 Q0 	 IZV950406-00040      	 514     	 4.3006 	 BM25
201-AH 	 Q0 	 IZV950415-00034      	 515     	 4.3006 	 BM25
201-AH 	 Q0 	 IZV950610-00031      	 516     	 4.3006 	 BM25
201-AH 	 Q0 	 IZV950706-00020      	 517     	 4.3006 	 BM25
201-AH 	 Q0 	 IZV950729-00024      	 518     	 4.3006 	 BM25
201-AH 	 Q0 	 IZV951110-00017      	 519     	 4.3006 	 BM25
201-AH 	 Q0 	 IZV950525-00014      	 520     	 4.2885 	 BM25
201-AH 	 Q0 	 IZV950208-00000      	 521     	 4.2873 	 BM25
201-AH 	 Q0 	 IZV950210-00003      	 522     	 4.2873 	 BM25
201-AH 	 Q0 	 IZV950211-00015      	 523     	 4.2873 	 BM25
201-AH 	 Q0 	 IZV950406-00003      	 524     	 4.2873 	 BM25
201-AH 	 Q0 	 IZV951027-00029      	 525     	 4.2627 	 BM25
201-AH 	 Q0 	 IZV951114-00021      	 526     	 4.2250 	 BM25
201-AH 	 Q0 	 IZV950316-00038      	 527     	 4.2224 	 BM25
201-AH 	 Q0 	 IZV951223-00024      	 528     	 4.2224 	 BM25
201-AH 	 Q0 	 IZV950803-00034      	 529     	 4.2071 	 BM25
201-AH 	 Q0 	 IZV950517-00034      	 530     	 4.2048 	 BM25
201-AH 	 Q0 	 IZV950715-00015      	 531     	 4.2048 	 BM25
201-AH 	 Q0 	 IZV950802-00020      	 532     	 4.2048 	 BM25
201-AH 	 Q0 	 IZV950921-00021      	 533     	 4.2048 	 BM25
201-AH 	 Q0 	 IZV950121-00031      	 534     	 4.1919 	 BM25
201-AH 	 Q0 	 IZV950317-00028      	 535     	 4.1785 	 BM25
201-AH 	 Q0 	 IZV950822-00000      	 536     	 4.1785 	 BM25
201-AH 	 Q0 	 IZV951117-00020      	 537     	 4.1785 	 BM25
201-AH 	 Q0 	 IZV950404-00014      	 538     	 4.1738 	 BM25
201-AH 	 Q0 	 IZV950610-00006      	 539     	 4.1416 	 BM25
201-AH 	 Q0 	 IZV950624-00006      	 540     	 4.1416 	 BM25
201-AH 	 Q0 	 IZV951214-00034      	 541     	 4.1236 	 BM25
201-AH 	 Q0 	 IZV950222-00069      	 542     	 4.1132 	 BM25
201-AH 	 Q0 	 IZV950301-00082      	 543     	 4.1132 	 BM25
201-AH 	 Q0 	 IZV950329-00048      	 544     	 4.1132 	 BM25
201-AH 	 Q0 	 IZV950331-00082      	 545     	 4.1132 	 BM25
201-AH 	 Q0 	 IZV950405-00086      	 546     	 4.1132 	 BM25
201-AH 	 Q0 	 IZV950414-00091      	 547     	 4.1132 	 BM25
201-AH 	 Q0 	 IZV950621-00072      	 548     	 4.1132 	 BM25
201-AH 	 Q0 	 IZV950628-00085      	 549     	 4.1132 	 BM25
201-AH 	 Q0 	 IZV950712-00067      	 550     	 4.1132 	 BM25
201-AH 	 Q0 	 IZV950726-00049      	 551     	 4.1132 	 BM25
201-AH 	 Q0 	 IZV950804-00009      	 552     	 4.1132 	 BM25
201-AH 	 Q0 	 IZV950809-00062      	 553     	 4.1132 	 BM25
201-AH 	 Q0 	 IZV950927-00038      	 554     	 4.1132 	 BM25
201-AH 	 Q0 	 IZV951219-00031      	 555     	 4.1132 	 BM25
201-AH 	 Q0 	 IZV950118-00031      	 556     	 4.1130 	 BM25
201-AH 	 Q0 	 IZV950624-00022      	 557     	 4.1090 	 BM25
201-AH 	 Q0 	 IZV950708-00001      	 558     	 4.1090 	 BM25
201-AH 	 Q0 	 IZV951102-00001      	 559     	 4.1090 	 BM25
201-AH 	 Q0 	 IZV951205-00025      	 560     	 4.1090 	 BM25
201-AH 	 Q0 	 IZV950325-00018      	 561     	 4.1047 	 BM25
201-AH 	 Q0 	 IZV950525-00019      	 562     	 4.1047 	 BM25
201-AH 	 Q0 	 IZV950526-00016      	 563     	 4.1047 	 BM25
201-AH 	 Q0 	 IZV950615-00014      	 564     	 4.1047 	 BM25
201-AH 	 Q0 	 IZV950719-00007      	 565     	 4.1047 	 BM25
201-AH 	 Q0 	 IZV950726-00014      	 566     	 4.1047 	 BM25
201-AH 	 Q0 	 IZV950811-00010      	 567     	 4.1047 	 BM25
201-AH 	 Q0 	 IZV950817-00026      	 568     	 4.1047 	 BM25
201-AH 	 Q0 	 IZV950818-00013      	 569     	 4.1047 	 BM25
201-AH 	 Q0 	 IZV950826-00010      	 570     	 4.1047 	 BM25
201-AH 	 Q0 	 IZV950915-00037      	 571     	 4.1047 	 BM25
201-AH 	 Q0 	 IZV951010-00029      	 572     	 4.1047 	 BM25
201-AH 	 Q0 	 IZV950427-00031      	 573     	 4.0999 	 BM25
201-AH 	 Q0 	 IZV950805-00037      	 574     	 4.0999 	 BM25
201-AH 	 Q0 	 IZV950919-00032      	 575     	 4.0999 	 BM25
201-AH 	 Q0 	 IZV951226-00030      	 576     	 4.0999 	 BM25
201-AH 	 Q0 	 IZV950722-00017      	 577     	 4.0857 	 BM25
201-AH 	 Q0 	 IZV951114-00013      	 578     	 4.0857 	 BM25
201-AH 	 Q0 	 IZV950429-00016      	 579     	 4.0832 	 BM25
201-AH 	 Q0 	 IZV950110-00037      	 580     	 4.0606 	 BM25
201-AH 	 Q0 	 IZV950120-00023      	 581     	 4.0606 	 BM25
201-AH 	 Q0 	 IZV950420-00013      	 582     	 4.0606 	 BM25
201-AH 	 Q0 	 IZV950512-00019      	 583     	 4.0606 	 BM25
201-AH 	 Q0 	 IZV950628-00013      	 584     	 4.0606 	 BM25
201-AH 	 Q0 	 IZV950715-00010      	 585     	 4.0606 	 BM25
201-AH 	 Q0 	 IZV950817-00019      	 586     	 4.0606 	 BM25
201-AH 	 Q0 	 IZV951010-00005      	 587     	 4.0606 	 BM25
201-AH 	 Q0 	 IZV951105-00034      	 588     	 4.0606 	 BM25
201-AH 	 Q0 	 IZV951214-00021      	 589     	 4.0606 	 BM25
